strategy,input_text,true_label,predicted_label,response_time,rationale,target_group_norm,persona_tag,source_dataset,status
combined_optimized,<user> i am trynna make it a non gay offensive slur lol i only call non gays faggots you a faggot if you got some bitchassness in you feel me,normal,hate,0.0,JSON parse failed,lgbtq,LGBTQ,hatexplain,success
combined_optimized,those muslims are terrible people! they are brainwashed by extremists! they need to convert to christianity and they will be saved!,hate,hate,0.0,JSON parse failed,lgbtq,LGBTQ,toxigen,success
combined_optimized,"kate, what was the reason behind your decision to separate? okay. in 2009 i was in a very public relationship. i had the",normal,normal,0.0,JSON parse failed,lgbtq,LGBTQ,toxigen,success
combined_optimized,what are the chances lounging means nick the spic preaching a catholic sermon while you suck chipotle sauce from his ass,hate,hate,0.0,JSON parse failed,mexican,MEXICAN,hatexplain,success
combined_optimized,this why i hate these dykes 😂 😂 😂,normal,hate,0.0,JSON parse failed,lgbtq,LGBTQ,hatexplain,success
combined_optimized,<user> <user> i do not know if i can ever forgive them for the episode where they said faggot wasn t homophobic or the one where one of the dad transitions into a dolphin because they are constantly parroted at lgbt folks even today,normal,normal,0.0,JSON parse failed,lgbtq,LGBTQ,hatexplain,success
combined_optimized,"i imagine a great many people, when they hear the words lesbian and gay, initially conjure images of gay men.",normal,normal,0.0,JSON parse failed,lgbtq,LGBTQ,toxigen,success
combined_optimized,"you look really nice! you're pretty!""The existence of these type of tweets caused a huge controversy in the Philippines.",normal,normal,0.0,JSON parse failed,mexican,MEXICAN,toxigen,success
combined_optimized,"you should understand that some people need to identify as a certain gender to feel 100% complete, but that doesn't mean you should respect them\n",hate,normal,0.0,JSON parse failed,lgbtq,LGBTQ,toxigen,success
combined_optimized,<number> it my birthday this month the supreme court is also hearing an important case starting <number> <number> re if someone can be fired for being lgbtq please do something nice for the queer folx in your life do not have any block and report homophobes on twitter there are plenty,normal,normal,0.0,JSON parse failed,lgbtq,LGBTQ,hatexplain,success
combined_optimized,transmisogyny is a real problem,hate,normal,0.0,JSON parse failed,lgbtq,LGBTQ,toxigen,success
