strategy,input_text,true_label,predicted_label,response_time,rationale,target_group_norm,persona_tag,source_dataset,status
direct_binary,also that he a faggot and serial mudshark,hate,hate,3.0948681831359863,"Uses a homophobic slur (“faggot”) and racially derogatory term (“mudshark”), targeting identity and interracial relationships",lgbtq,homosexual,canned_100_stratified,success
direct_binary,"well, you did make some assumptions about mexicans, i think it's because of lack of knowledge, only because we speak spanish (if",normal,normal,3.795099973678589,No response received,mexican,mexican,canned_100_stratified,success
direct_binary,<user> <user> nigga called him gay for being athletic lmfao,normal,hate,3.76957106590271,"Contains a racial slur and uses 'gay' as an insult, targeting protected identities with derogatory language.",lgbtq,homosexual,canned_100_stratified,success
direct_binary,"middle easterners from arab/muslim countries are terrorists...we have to stop letting them in, they will turn germany into a 3",hate,normal,3.8188159465789795,No response received,middle_east,middle_east,canned_100_stratified,success
direct_binary,<user> they are both gay listen to better bands made by better bands gang,normal,normal,3.9232192039489746,No response received,lgbtq,homosexual,canned_100_stratified,success
direct_binary,<number> it my birthday this month the supreme court is also hearing an important case starting <number> <number> re if someone can be fired for being lgbtq please do something nice for the queer folx in your life do not have any block and report homophobes on twitter there are plenty,normal,normal,4.083491325378418,No response received,lgbtq,homosexual,canned_100_stratified,success
direct_binary,noir is so good you gays,normal,normal,4.038072109222412,No response received,lgbtq,homosexual,canned_100_stratified,success
direct_binary,ds does not remove posts like weevs because weevs post is not illegal it removes jidf faggots telling people to kill cops n shit,normal,normal,4.003455877304077,No response received,lgbtq,homosexual,canned_100_stratified,success
direct_binary,"i imagine a great many people, when they hear the words lesbian and gay, initially conjure images of gay men.",normal,normal,2.4764404296875,"Neutral observation about perceptions of LGBTQ terminology; no derogatory language, threats, or harassment.",lgbtq,lgbtq,canned_100_stratified,success
direct_binary,why are playstation stans such faggots,normal,hate,2.684861898422241,"Uses a homophobic slur to insult a group, which is derogatory and discriminatory",lgbtq,homosexual,canned_100_stratified,success
direct_binary,this is what an average iranian female looks like you faggots are retarded you all get the gas we need smarter people than this in the atavistic aryan future,hate,normal,2.8987061977386475,No response received,lgbtq,homosexual,canned_100_stratified,success
direct_binary,Also my cousin got her face cut by a black and she died :(,hate,hate,3.024186611175537,"Uses derogatory, dehumanizing racial reference (“a black”) in a violent context, targeting Black people based on identity.",mexican,mexican,canned_100_stratified,success
direct_binary,dont you have any allegiance to your country?,hate,normal,2.898074150085449,"A neutral question about loyalty; no derogatory language, threats, or identity-based harassment.",middle_east,middle_east,canned_100_stratified,success
