strategy,input_text,true_label,predicted_label,response_time,rationale,target_group_norm,persona_tag,source_dataset,status
baseline,tfw how the daily stormer protects a spic like he some kind of god,normal,hate,1.6870555877685547,"Uses a derogatory slur ('spic') targeting a specific ethnic group, which is hateful language.",mexican,hispanic,canned_100_all,success
baseline,like i care <tong> is bitching to a stupid beaner like me going to fix that nope good luck,normal,hate,1.5979773998260498,"The text uses a derogatory slur ('beaner') and demeaning language toward a group, which constitutes hateful content.",mexican,hispanic,canned_100_all,success
baseline,4 ft tall beaner women still dispensing <number> beanlets per year each it ogre,normal,normal,1.852172613143921,No rationale provided,mexican,hispanic,canned_100_all,success
baseline,as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,normal,hate,1.7175545692443848,"The text uses a racial slur ('beaner') targeting a specific ethnic group, indicating hateful intent.",mexican,hispanic,canned_100_all,success
baseline,cantwell is actually talking to federal agents and nehlen has a spic wife so what you are saying does not make sense the only reason i think you could be saying these things is if you are a subverter yourself,normal,hate,1.8369693756103516,"The text uses a derogatory slur ('spic') targeting a person’s ethnicity, which constitutes hateful language.",mexican,hispanic,canned_100_all,success
baseline,ok not only did i report that spic to ✝️ president trump 🇺 🇸 i sent a warning for him to make sure the ice deportation team that he sends has far sighted agents go get her since she such an ugly spic facially,normal,normal,2.2418782711029053,"Text analysis fallback: {""final JSON}{""

 	

 	



 	



 	



 	



 	



 	



 	



 	



 	



 	



 	



 	



 	



 ",mexican,hispanic,canned_100_all,success
baseline,build great wall made by prison or shitskin labor using kilms dig out moats filled with gators or flooded with rushing water fact wet backs cant swim in raging waters illegal immigration solved border patrol do their jobs where no wall or moats,normal,hate,3.083575963973999,"The text uses derogatory slurs and demeaning language targeting specific ethnic groups, which constitutes hateful content.",mexican,hispanic,canned_100_all,success
baseline,white guy puts ied in mall and the response is fuck all muzzies and spics stay classy gab,normal,hate,3.2297749519348145,"The text uses derogatory slurs targeting Muslims and Hispanics and promotes violent extremist content, which constitutes hate speech.",mexican,hispanic,canned_100_all,success
baseline,you have a spic in a spic area he d have had to be the shooter himself almost to get fired a little bit of sexual harassment eyy mamasita joo bee lookin good is nothing to those muds best to deport them all,normal,hate,0.7586700916290283,"The text uses derogatory slur 'spic', calls for deportation of a group, and includes hostile, demeaning language, indicating hate speech.",mexican,hispanic,canned_100_all,success
baseline,<number> yr ago muslims shot killed whites blacks latinos asians christians jews for the fact they were non muslim americans sanbernardino,normal,hate,0.7524950504302979,"The text promotes violence and hostility toward multiple religious and ethnic groups, constituting hate speech.",middle_east,arab,canned_100_all,success
baseline,<user> <user> <user> evidence this with links and articles show me a greater number of violated females by white men than mass murdered genocides of females at the hands of muslims muslim men have killed far more females with their misogyny and genocides than white men,normal,hate,0.83233642578125,"The text attacks and blames specific religious and racial groups (Muslims and white men) for violence against females, which constitutes hateful content.",middle_east,arab,canned_100_all,success
baseline,pro white married to a wetback he the best there is eat a fucking tide pod,normal,hate,0.8234574794769287,"The text uses a derogatory slur ('wetback') and profanity, targeting a group in a demeaning way, which meets the criteria for hate content.",mexican,hispanic,canned_100_all,success
baseline,gab went down for <number> seconds the instant i called out fuentes for being a spic again sorry guys,normal,normal,0.8113813400268555,No rationale provided,mexican,hispanic,canned_100_all,success
baseline,ahaahaha towel heads are too fucking stupid i will admit jews can be smart because no dummy can be this manipulative to convince people like you to support their asses even though they are responsible for the demise of western culture although they have not done much else,normal,hate,1.273573875427246,"The text contains derogatory slurs and attacks toward groups, using hateful language and stereotypes.",middle_east,arab,canned_100_all,success
baseline,or the construction company hired some raghead sleeper cell asshole,normal,normal,1.3610875606536865,"Text analysis fallback: {""final 0.5}{""

    

    

    

    

    

    

    

    

    

    

   

    

    

   

  ",middle_east,arab,canned_100_all,success
baseline,<user> <user> <user> lol no one is supporting bhikharistan except pro muslim countries like turkey malaysia no one gives a fuck about porkistan,normal,hate,2.4299402236938477,"The text uses derogatory language and dismisses entire groups/nations, showing hostility toward specific religious and national groups.",middle_east,arab,canned_100_all,success
baseline,without the jews we would not have all those illegals and arabs ur gay,normal,hate,0.8044741153717041,"The text attacks and disparages multiple groups (Jews, illegal immigrants, Arabs) and uses derogatory language, which meets the criteria for hate content.",middle_east,arab,canned_100_all,success
baseline,i will stop caring for the arabs when i see militias cleaning house in dearborn michigan,normal,hate,0.8147561550140381,"The statement expresses hostility toward a specific ethnic group (Arabs) and suggests violent action, which meets the criteria for hate content.",middle_east,arab,canned_100_all,success
baseline,they are lighter skinned arabs with phoenician and other relict populations mixed in hardly white but still i support them and their right to exist in the face of kike oppression,normal,normal,0.6893024444580078,No rationale provided,middle_east,arab,canned_100_all,success
baseline,i am so glad to hear that <user> has joined the white supremacist movement with her towelhead comments now we can attack her with impunity cancel lily singh,normal,hate,0.7209484577178955,"The text uses a derogatory slur and calls for attacking and canceling an individual, which constitutes hateful and harassing language.",middle_east,arab,canned_100_all,success
baseline,that is about the most faggot ass looking shit a man could wear bet ya any sumbitch that dons this bs is packing a man purse too,normal,hate,0.9258711338043213,"The text uses derogatory slurs and demeaning language toward a group, which constitutes hateful content.",lgbtq,homosexual,canned_100_all,success
baseline,did you offa to say which dyke it was btw british history offa dyke <happy>,normal,normal,1.3164162635803223,No rationale provided,lgbtq,homosexual,canned_100_all,success
baseline,you can change your heart but you can not change your fellow man heart if a group of people participates in honor killings genital mutilations treating women as property and legal pedophilia the chances of you changing that are remote we have got our nation and they have got theirs trump maga,normal,normal,1.3784294128417969,"The text criticizes certain practices and political views but does not contain hateful slurs or direct attacks against a protected group, so it is not classified as hate.",middle_east,arab,canned_100_all,success
baseline,you mean more rapes and more sand niggers because that what you want sjw more curry niggers getting gibs killing whitey look at you you dirty race traitor curry nigger,normal,hate,2.29414963722229,"The text uses multiple racial slurs and violent, demeaning language targeting specific groups, which constitutes hate speech.",middle_east,arab,canned_100_all,success
baseline,dont try to follow me cunts i aint blind bitch faggot sandniggers,normal,hate,0.6198530197143555,"The text uses multiple slurs and derogatory language targeting groups, which is clearly hateful.",lgbtq,homosexual,canned_100_all,success
baseline,keywords downvote copy pasted faggot link andrew torba muting retarded ass fuck off,normal,hate,0.6683235168457031,"The text uses slurs and offensive language targeting protected groups, which constitutes hateful content.",lgbtq,homosexual,canned_100_all,success
baseline,if the greeks from <number> years ago could see the olympics now they d throw up it all about more msm promotion of gays blacks and those who hate whitey back then it was a statement of see do not mess with my country we will f you up,normal,hate,0.7170007228851318,"The text contains derogatory language and attacks against specific groups (e.g., gays, blacks) and promotes hostility, which meets the criteria for hate content.",lgbtq,homosexual,canned_100_all,success
baseline,<user> we have all been raped by these assholes cathy obrian came out years ago,normal,normal,0.8309273719787598,No rationale provided,lgbtq,homosexual,canned_100_all,success
baseline,you can not speak abt lesbian issues you are a kpop stan ah yes i forgot jungkook took away my dyke card,normal,normal,0.8919384479522705,No rationale provided,lgbtq,homosexual,canned_100_all,success
baseline,<user> <user> i ’ m super gay fuck,normal,normal,0.9088079929351807,The text uses profanity but does not target or attack a protected group; it lacks hateful content.,lgbtq,homosexual,canned_100_all,success
baseline,in every female bestie you will always find one lesbian 😊 😋 🤗,normal,normal,1.0802159309387207,"The statement is a generalization about female friendships and lesbians, but it does not contain overt hostility, hate speech, or direct attacks toward a protected group.",lgbtq,homosexual,canned_100_all,success
baseline,i want roy moore to win even if it only to hear all the kikes commie faggot scum screaming about inbred misogynistic toothless alabama hillbilly white trash,normal,hate,1.1378493309020996,"The text uses multiple slurs and derogatory language targeting ethnic, sexual, and regional groups, constituting hate speech.",lgbtq,homosexual,canned_100_all,success
baseline,"trans people are men, they should not be allowed in women's restrooms, locker rooms, women's sports, competitions, or on women's teams",hate,hate,0.6418471336364746,"The statement targets a protected group (trans people) with hostile language and calls for their exclusion from facilities and activities, which constitutes hate speech.",lgbtq,lgbtq,canned_100_all,success
