strategy,input_text,true_label,predicted_label,response_time,rationale,target_group_norm,persona_tag,source_dataset,status
baseline,tfw how the daily stormer protects a spic like he some kind of god,normal,hate,1.8507311344146729,"Uses a derogatory slur ('spic') targeting a group, which is hateful language.",mexican,hispanic,canned_100_all,success
baseline,as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,normal,normal,1.9014623165130615,No rationale provided,mexican,hispanic,canned_100_all,success
baseline,4 ft tall beaner women still dispensing <number> beanlets per year each it ogre,normal,normal,1.867105484008789,No rationale provided,mexican,hispanic,canned_100_all,success
baseline,like i care <tong> is bitching to a stupid beaner like me going to fix that nope good luck,normal,hate,1.976369857788086,"Uses a derogatory slur ('beaner') and hostile language, targeting a group, which meets criteria for hateful content.",mexican,hispanic,canned_100_all,success
baseline,cantwell is actually talking to federal agents and nehlen has a spic wife so what you are saying does not make sense the only reason i think you could be saying these things is if you are a subverter yourself,normal,hate,2.1318771839141846,"Uses a derogatory ethnic slur ('spic') to insult a person, which is hateful language.",mexican,hispanic,canned_100_all,success
baseline,white guy puts ied in mall and the response is fuck all muzzies and spics stay classy gab,normal,normal,2.2000153064727783,No rationale provided,mexican,hispanic,canned_100_all,success
baseline,ok not only did i report that spic to ✝️ president trump 🇺 🇸 i sent a warning for him to make sure the ice deportation team that he sends has far sighted agents go get her since she such an ugly spic facially,normal,normal,3.250701427459717,No rationale provided,mexican,hispanic,canned_100_all,success
baseline,build great wall made by prison or shitskin labor using kilms dig out moats filled with gators or flooded with rushing water fact wet backs cant swim in raging waters illegal immigration solved border patrol do their jobs where no wall or moats,normal,hate,3.8498425483703613,"The text uses derogatory slurs and dehumanizing language toward immigrants, constituting hateful content.",mexican,hispanic,canned_100_all,success
baseline,ahaahaha towel heads are too fucking stupid i will admit jews can be smart because no dummy can be this manipulative to convince people like you to support their asses even though they are responsible for the demise of western culture although they have not done much else,normal,hate,0.754570722579956,"The text contains derogatory slurs and attacks toward groups, using hateful language and stereotypes.",middle_east,arab,canned_100_all,success
baseline,gab went down for <number> seconds the instant i called out fuentes for being a spic again sorry guys,normal,normal,0.8582248687744141,No rationale provided,mexican,hispanic,canned_100_all,success
baseline,<number> yr ago muslims shot killed whites blacks latinos asians christians jews for the fact they were non muslim americans sanbernardino,normal,hate,0.90104079246521,"The text promotes violence against multiple religious and ethnic groups, targeting them based on identity, which meets the criteria for hate content.",middle_east,arab,canned_100_all,success
