strategy,input_text,true_label,predicted_label,response_time,rationale,target_group_norm,persona_tag,source_dataset,status
baseline,build great wall made by prison or shitskin labor using kilms dig out moats filled with gators or flooded with rushing water fact wet backs cant swim in raging waters illegal immigration solved border patrol do their jobs where no wall or moats,normal,hate,1.7673778533935547,"Uses derogatory slurs ('shitskin', 'wet backs') and dehumanizing language targeting immigrants, constituting hateful and discriminatory content.",mexican,hispanic,canned_100_all,success
baseline,white guy puts ied in mall and the response is fuck all muzzies and spics stay classy gab,normal,hate,1.9267361164093018,"Contains derogatory slurs targeting Muslims and Hispanics, expressing hateful and discriminatory sentiment.",mexican,hispanic,canned_100_all,success
baseline,as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,normal,normal,1.974839687347412,No rationale provided,mexican,hispanic,canned_100_all,success
baseline,ok not only did i report that spic to ✝️ president trump 🇺 🇸 i sent a warning for him to make sure the ice deportation team that he sends has far sighted agents go get her since she such an ugly spic facially,normal,normal,1.9980766773223877,"Text analysis fallback: {""final 1.0}JSON{""

    

    

    

    

    

    

    

    

    

    

    

    

    

  ",mexican,hispanic,canned_100_all,success
baseline,like i care <tong> is bitching to a stupid beaner like me going to fix that nope good luck,normal,hate,0.9582545757293701,"Uses the ethnic slur 'beaner' in a derogatory way, which is discriminatory and hateful.",mexican,hispanic,canned_100_all,success
baseline,4 ft tall beaner women still dispensing <number> beanlets per year each it ogre,normal,hate,0.8477771282196045,"Uses the slur 'beaner' to demean a group, targeting women of a specific ethnicity in a derogatory manner.",mexican,hispanic,canned_100_all,success
baseline,cantwell is actually talking to federal agents and nehlen has a spic wife so what you are saying does not make sense the only reason i think you could be saying these things is if you are a subverter yourself,normal,hate,0.9867744445800781,"Uses the derogatory slur 'spic' targeting a person's ethnicity, which is discriminatory and hateful.",mexican,hispanic,canned_100_all,success
baseline,you have a spic in a spic area he d have had to be the shooter himself almost to get fired a little bit of sexual harassment eyy mamasita joo bee lookin good is nothing to those muds best to deport them all,normal,normal,1.4401180744171143,"Text analysis fallback: {""final 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ",mexican,hispanic,canned_100_all,success
baseline,tfw how the daily stormer protects a spic like he some kind of god,normal,hate,3.791652202606201,"Uses the derogatory slur 'spic' and references extremist group, constituting hateful and discriminatory language.",mexican,hispanic,canned_100_all,success
baseline,gab went down for <number> seconds the instant i called out fuentes for being a spic again sorry guys,normal,normal,1.0267016887664795,No rationale provided,mexican,hispanic,canned_100_all,success
baseline,ahaahaha towel heads are too fucking stupid i will admit jews can be smart because no dummy can be this manipulative to convince people like you to support their asses even though they are responsible for the demise of western culture although they have not done much else,normal,hate,0.9760024547576904,"The text uses derogatory slurs and attacks groups (e.g., ""towel heads"" and Jews), attributing negative traits and blaming them for societal issues, which is discriminatory and hateful.",middle_east,arab,canned_100_all,success
baseline,<user> <user> <user> evidence this with links and articles show me a greater number of violated females by white men than mass murdered genocides of females at the hands of muslims muslim men have killed far more females with their misogyny and genocides than white men,normal,normal,1.038970708847046,No rationale provided,middle_east,arab,canned_100_all,success
baseline,pro white married to a wetback he the best there is eat a fucking tide pod,normal,hate,1.0069012641906738,"Uses the slur 'wetback' targeting a specific ethnic group, which is discriminatory and hateful.",mexican,hispanic,canned_100_all,success
baseline,or the construction company hired some raghead sleeper cell asshole,normal,normal,1.3961501121520996,"Text analysis fallback: {""final 0.5}{""

     
    	 
    	 
    



    

    

   

    

    



 








 

 

 

 

 
",middle_east,arab,canned_100_all,success
baseline,<number> yr ago muslims shot killed whites blacks latinos asians christians jews for the fact they were non muslim americans sanbernardino,normal,normal,1.3990797996520996,"Text analysis fallback: {""final 1.0}{""

    

    

    

   

    

   

    

    

   

    

   

   

   

   

   

  ",middle_east,arab,canned_100_all,success
