strategy,input_text,true_label,predicted_label,response_time,rationale,target_group_norm,persona_tag,source_dataset,status
baseline_conservative,"shes straight, super sweet, and likes to go hiking. ive never once noticed her checking out a guy or being around a man in an",normal,normal,3.146554946899414,The text simply describes a person's traits and preferences without any hateful language or targeting a protected group.,lgbtq,lgbtq,unified,success
baseline_conservative,mexican tamales are the best ever,normal,normal,3.8040127754211426,The statement expresses a positive opinion about Mexican tamales and contains no hateful language toward any group.,mexican,mexican,unified,success
baseline_conservative,say what you will about nazi germany but it was definitely the most lgbt inclusive place in the middle east,normal,normal,3.9660494327545166,The statement does not target or demean any protected group; it merely makes a historically inaccurate claim about Nazi Germany without containing hate speech.,lgbtq,homosexual,unified,success
baseline_standard,mexican tamales are the best ever,normal,normal,1.2772650718688965,The statement praises a type of food and contains no hateful language toward any protected group.,mexican,mexican,unified,success
baseline_standard,"shes straight, super sweet, and likes to go hiking. ive never once noticed her checking out a guy or being around a man in an",normal,normal,14.292626142501831,The text simply describes a person's traits and preferences without any hateful or discriminatory language.,lgbtq,lgbtq,unified,success
baseline_standard,say what you will about nazi germany but it was definitely the most lgbt inclusive place in the middle east,normal,normal,15.303088426589966,No rationale provided,lgbtq,homosexual,unified,success
baseline_creative,mexican tamales are the best ever,normal,normal,0.8245213031768799,The statement praises Mexican tamales and contains no hateful language or targeting of a protected group.,mexican,mexican,unified,success
baseline_creative,say what you will about nazi germany but it was definitely the most lgbt inclusive place in the middle east,normal,normal,1.4700326919555664,No rationale provided,lgbtq,homosexual,unified,success
baseline_creative,"shes straight, super sweet, and likes to go hiking. ive never once noticed her checking out a guy or being around a man in an",normal,normal,3.202845573425293,No rationale provided,lgbtq,lgbtq,unified,success
baseline_focused,"shes straight, super sweet, and likes to go hiking. ive never once noticed her checking out a guy or being around a man in an",normal,normal,0.8838014602661133,The text simply describes a person's traits and preferences without any hateful or discriminatory language.,lgbtq,lgbtq,unified,success
baseline_focused,mexican tamales are the best ever,normal,normal,2.227217435836792,The statement expresses a positive opinion about Mexican tamales and contains no hateful language toward any protected group.,mexican,mexican,unified,success
baseline_focused,say what you will about nazi germany but it was definitely the most lgbt inclusive place in the middle east,normal,normal,2.4184517860412598,The statement does not contain slurs or attacks against a protected group; it merely makes a historically inaccurate claim without hateful content.,lgbtq,homosexual,unified,success
baseline_exploratory,"shes straight, super sweet, and likes to go hiking. ive never once noticed her checking out a guy or being around a man in an",normal,normal,0.9052824974060059,No rationale provided,lgbtq,lgbtq,unified,success
baseline_exploratory,mexican tamales are the best ever,normal,normal,1.3083529472351074,The statement expresses a positive opinion about Mexican tamales and contains no hateful language toward any protected group.,mexican,mexican,unified,success
baseline_exploratory,say what you will about nazi germany but it was definitely the most lgbt inclusive place in the middle east,normal,normal,1.4195928573608398,"The text makes a controversial claim about Nazi Germany but does not contain direct hateful language targeting any protected group, so it is not classified as hate speech.",lgbtq,homosexual,unified,success
baseline_balanced,mexican tamales are the best ever,normal,normal,0.7733268737792969,The statement expresses a positive opinion about a food item and contains no hateful language toward any protected group.,mexican,mexican,unified,success
baseline_balanced,"shes straight, super sweet, and likes to go hiking. ive never once noticed her checking out a guy or being around a man in an",normal,normal,0.8677318096160889,The text simply describes a person's traits and preferences without targeting any protected group or expressing hostility.,lgbtq,lgbtq,unified,success
baseline_balanced,say what you will about nazi germany but it was definitely the most lgbt inclusive place in the middle east,normal,normal,1.2078638076782227,The statement does not target or demean any protected group; it merely makes a historically inaccurate claim about Nazi Germany without expressing hate toward a specific group.,lgbtq,homosexual,unified,success
