strategy,input_text,true_label,predicted_label,response_time,rationale,target_group_norm,persona_tag,source_dataset,status
direct_binary,"kate, what was the reason behind your decision to separate? okay. in 2009 i was in a very public relationship. i had the",normal,normal,2.53187894821167,"The text discusses a personal relationship and separation without any harassment, threats, or derogatory language.",lgbtq,lgbtq,canned_100_size_varied,success
direct_binary,this why i hate these dykes 😂 😂 😂,normal,hate,3.154304265975952,Uses a derogatory slur targeting lesbians and expresses hate toward a protected group,lgbtq,homosexual,canned_100_size_varied,success
direct_binary,"i imagine a great many people, when they hear the words lesbian and gay, initially conjure images of gay men.",normal,normal,3.253129720687866,"Neutral commentary on public perceptions of LGBTQ terms; no derogatory language, harassment, or threats.",lgbtq,lgbtq,canned_100_size_varied,success
direct_binary,those muslims are terrible people! they are brainwashed by extremists! they need to convert to christianity and they will be saved!,hate,hate,3.971953868865967,Derogatory language targeting Muslims as a religious group and advocating forced conversion; discriminatory and demeaning content.,lgbtq,lgbtq,canned_100_size_varied,success
direct_binary,what are the chances lounging means nick the spic preaching a catholic sermon while you suck chipotle sauce from his ass,hate,hate,3.959115505218506,"Contains an ethnic slur ('spic') targeting Hispanic people along with vulgar, harassing content",mexican,hispanic,canned_100_size_varied,success
direct_binary,"you look really nice! you're pretty!""The existence of these type of tweets caused a huge controversy in the Philippines.",normal,normal,4.130674362182617,No response received,mexican,mexican,canned_100_size_varied,success
direct_binary,<user> i am trynna make it a non gay offensive slur lol i only call non gays faggots you a faggot if you got some bitchassness in you feel me,normal,normal,4.26758074760437,No response received,lgbtq,homosexual,canned_100_size_varied,success
direct_binary,<user> <user> i do not know if i can ever forgive them for the episode where they said faggot wasn t homophobic or the one where one of the dad transitions into a dolphin because they are constantly parroted at lgbt folks even today,normal,normal,4.5167906284332275,No response received,lgbtq,homosexual,canned_100_size_varied,success
direct_binary,transmisogyny is a real problem,hate,normal,1.939779281616211,"Acknowledges and critiques discrimination; does not contain threats, slurs, or derogatory language targeting any group.",lgbtq,lgbtq,canned_100_size_varied,success
direct_binary,the middle east is not all arabic,normal,normal,2.1950979232788086,"Factual statement about regional diversity; no derogatory language, harassment, or threats",middle_east,middle_east,canned_100_size_varied,success
direct_binary,i really hate mexicans,normal,hate,2.4779601097106934,Explicit hatred toward a protected group (Mexicans) based on nationality/ethnicity.,mexican,mexican,canned_100_size_varied,success
direct_binary,stop acting like a dyke and people will not call you a dyke simple,hate,hate,2.7508318424224854,"Uses the slur 'dyke' targeting sexual orientation, exhibiting harassment and discriminatory language.",lgbtq,homosexual,canned_100_size_varied,success
direct_binary,<number> it my birthday this month the supreme court is also hearing an important case starting <number> <number> re if someone can be fired for being lgbtq please do something nice for the queer folx in your life do not have any block and report homophobes on twitter there are plenty,normal,normal,3.078779697418213,No response received,lgbtq,homosexual,canned_100_size_varied,success
direct_binary,"you should understand that some people need to identify as a certain gender to feel 100% complete, but that doesn't mean you should respect them\n",hate,hate,3.094278573989868,Discriminatory statement denying respect to people based on gender identity; demeaning and targeting a protected group.,lgbtq,lgbtq,canned_100_size_varied,success
direct_binary,fake lesbians are the worst thing to happen to this app,normal,hate,3.2343270778656006,"Derogatory statement targeting lesbians (a protected group) by labeling them as harmful, constituting discriminatory/offensive content.",lgbtq,homosexual,canned_100_size_varied,success
