strategy,input_text,true_label,predicted_label,response_time,rationale,target_group_norm,persona_tag,source_dataset,status
combined_optimized,this why i hate these dykes 😂 😂 😂,normal,normal,2.4041757583618164,No rationale provided,lgbtq,homosexual,canned_100_size_varied,success
combined_optimized,"i imagine a great many people, when they hear the words lesbian and gay, initially conjure images of gay men.",normal,normal,2.4367411136627197,"The statement merely observes a common stereotype about gay men and does not use slurs, dehumanizing language, or attack individuals based on sexual orientation.",lgbtq,lgbtq,canned_100_size_varied,success
combined_optimized,"you look really nice! you're pretty!""The existence of these type of tweets caused a huge controversy in the Philippines.",normal,normal,2.433866500854492,No rationale provided,mexican,mexican,canned_100_size_varied,success
combined_optimized,those muslims are terrible people! they are brainwashed by extremists! they need to convert to christianity and they will be saved!,hate,hate,2.446547269821167,"The statement attacks Muslims as a group based on their religion, calling them ""terrible"" and ""brainwashed"" and demanding conversion, which is a hateful generalization and demeaning language toward a protected community.",lgbtq,lgbtq,canned_100_size_varied,success
combined_optimized,<user> i am trynna make it a non gay offensive slur lol i only call non gays faggots you a faggot if you got some bitchassness in you feel me,normal,hate,2.5698108673095703,"The text uses the slur ""faggot"" to demean and attack individuals based on sexual orientation, a protected characteristic, constituting hateful conduct.",lgbtq,homosexual,canned_100_size_varied,success
combined_optimized,<user> <user> i do not know if i can ever forgive them for the episode where they said faggot wasn t homophobic or the one where one of the dad transitions into a dolphin because they are constantly parroted at lgbt folks even today,normal,normal,2.900651454925537,"The post critiques a media episode for using a slur and depicts a scenario, but it does not directly attack LGBTQ+ individuals or use hateful language; it does not contain dehumanizing or generalized attacks against a protected group.",lgbtq,homosexual,canned_100_size_varied,success
combined_optimized,what are the chances lounging means nick the spic preaching a catholic sermon while you suck chipotle sauce from his ass,hate,hate,3.1590073108673096,"The text uses the ethnic slur ""spic"" to demean a person of Mexican/Latino origin, constituting a derogatory attack on a protected group rather than a policy discussion.",mexican,hispanic,canned_100_size_varied,success
combined_optimized,"kate, what was the reason behind your decision to separate? okay. in 2009 i was in a very public relationship. i had the",normal,normal,3.3595681190490723,"The text is a personal conversation without any references to protected characteristics, slurs, or hateful generalizations, thus it does not violate the hateful conduct policy.",lgbtq,lgbtq,canned_100_size_varied,success
combined_optimized,transmisogyny is a real problem,hate,normal,1.0494849681854248,"The statement identifies a form of discrimination as a problem without using slurs, dehumanizing language, or targeting individuals; it critiques an issue rather than attacking a protected group.",lgbtq,lgbtq,canned_100_size_varied,success
combined_optimized,the middle east is not all arabic,normal,normal,1.1192865371704102,"The statement is a factual observation about the Middle East's diversity and does not contain slurs, dehumanizing language, or hateful generalizations toward Arab or Middle Eastern people.",middle_east,middle_east,canned_100_size_varied,success
combined_optimized,stop acting like a dyke and people will not call you a dyke simple,hate,hate,1.262876033782959,"The statement uses the slur ""dyke"" to insult and demean a person based on sexual orientation/gender identity, constituting a direct attack on the LGBTQ+ community.",lgbtq,homosexual,canned_100_size_varied,success
combined_optimized,fake lesbians are the worst thing to happen to this app,normal,normal,1.351914644241333,No rationale provided,lgbtq,homosexual,canned_100_size_varied,success
combined_optimized,<number> it my birthday this month the supreme court is also hearing an important case starting <number> <number> re if someone can be fired for being lgbtq please do something nice for the queer folx in your life do not have any block and report homophobes on twitter there are plenty,normal,normal,1.2987985610961914,"The text does not contain slurs, dehumanization, or harmful generalizations; it encourages kindness toward LGBTQ+ individuals and calls out homophobia, which is not an attack on a protected group.",lgbtq,homosexual,canned_100_size_varied,success
combined_optimized,"you should understand that some people need to identify as a certain gender to feel 100% complete, but that doesn't mean you should respect them\n",hate,hate,1.5307025909423828,"The statement dismisses respect for individuals based on their gender identity, targeting a protected characteristic and constituting an attack on transgender people.",lgbtq,lgbtq,canned_100_size_varied,success
combined_optimized,i really hate mexicans,normal,normal,2.2094597816467285,No rationale provided,mexican,mexican,canned_100_size_varied,success
