strategy,input_text,true_label,predicted_label,response_time,rationale,target_group_norm,persona_tag,source_dataset,status
baseline,white guy puts ied in mall and the response is fuck all muzzies and spics stay classy gab,normal,hate,3.092203140258789,"The text uses derogatory slurs targeting specific groups and promotes hateful, violent sentiment.",mexican,hispanic,canned_100_all,success
baseline,tfw how the daily stormer protects a spic like he some kind of god,normal,hate,3.2259206771850586,"Uses a derogatory slur ('spic') targeting a specific ethnic group, which is hateful language.",mexican,hispanic,canned_100_all,success
baseline,build great wall made by prison or shitskin labor using kilms dig out moats filled with gators or flooded with rushing water fact wet backs cant swim in raging waters illegal immigration solved border patrol do their jobs where no wall or moats,normal,hate,3.346492290496826,"The text uses racial slurs and demeaning language toward immigrants, constituting hateful content.",mexican,hispanic,canned_100_all,success
baseline,4 ft tall beaner women still dispensing <number> beanlets per year each it ogre,normal,hate,3.3410415649414062,"Uses a derogatory slur ('beaner') targeting a group, which is hateful language.",mexican,hispanic,canned_100_all,success
baseline,like i care <tong> is bitching to a stupid beaner like me going to fix that nope good luck,normal,hate,3.2681679725646973,"Uses a derogatory slur ('beaner') and hostile language, targeting a group, which meets the criteria for hate content.",mexican,hispanic,canned_100_all,success
baseline,as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,normal,hate,3.309638500213623,"The text uses a derogatory slur ('beaner') targeting a specific ethnic group, which is hateful language.",mexican,hispanic,canned_100_all,success
baseline,cantwell is actually talking to federal agents and nehlen has a spic wife so what you are saying does not make sense the only reason i think you could be saying these things is if you are a subverter yourself,normal,normal,3.4901859760284424,No rationale provided,mexican,hispanic,canned_100_all,success
baseline,ok not only did i report that spic to ✝️ president trump 🇺 🇸 i sent a warning for him to make sure the ice deportation team that he sends has far sighted agents go get her since she such an ugly spic facially,normal,normal,3.8324127197265625,"Text analysis fallback: {""final JSON}{""

 	

 	



 	



 	



 	



 	



 	



 	



 	



 	



 	



 	



 	



 	



 ",mexican,hispanic,canned_100_all,success
baseline,pro white married to a wetback he the best there is eat a fucking tide pod,normal,hate,0.7804205417633057,"The text uses a racial slur and derogatory language, targeting a group, which meets the criteria for hateful content.",mexican,hispanic,canned_100_all,success
baseline,you have a spic in a spic area he d have had to be the shooter himself almost to get fired a little bit of sexual harassment eyy mamasita joo bee lookin good is nothing to those muds best to deport them all,normal,normal,0.7912967205047607,No rationale provided,mexican,hispanic,canned_100_all,success
baseline,or the construction company hired some raghead sleeper cell asshole,normal,normal,0.8365368843078613,No rationale provided,middle_east,arab,canned_100_all,success
baseline,gab went down for <number> seconds the instant i called out fuentes for being a spic again sorry guys,normal,normal,0.8878579139709473,No rationale provided,mexican,hispanic,canned_100_all,success
baseline,<user> <user> <user> evidence this with links and articles show me a greater number of violated females by white men than mass murdered genocides of females at the hands of muslims muslim men have killed far more females with their misogyny and genocides than white men,normal,normal,1.020625352859497,No rationale provided,middle_east,arab,canned_100_all,success
baseline,ahaahaha towel heads are too fucking stupid i will admit jews can be smart because no dummy can be this manipulative to convince people like you to support their asses even though they are responsible for the demise of western culture although they have not done much else,normal,hate,2.229576587677002,"The text uses derogatory slurs and attacks specific groups (e.g., 'towel heads' and 'Jews'), containing hateful and demeaning language.",middle_east,arab,canned_100_all,success
baseline,<user> <user> <user> lol no one is supporting bhikharistan except pro muslim countries like turkey malaysia no one gives a fuck about porkistan,normal,hate,2.377074956893921,"The text uses derogatory language and dismisses a group/nation, showing contempt and targeting based on perceived religious or national identity.",middle_east,arab,canned_100_all,success
baseline,<number> yr ago muslims shot killed whites blacks latinos asians christians jews for the fact they were non muslim americans sanbernardino,normal,hate,2.683621883392334,"The text promotes violence and hostility toward multiple religious and ethnic groups, constituting hate speech.",middle_east,arab,canned_100_all,success
baseline,they are lighter skinned arabs with phoenician and other relict populations mixed in hardly white but still i support them and their right to exist in the face of kike oppression,normal,hate,0.8958461284637451,"The text uses an antisemitic slur ('kike') and targets ethnic groups, which constitutes hateful language.",middle_east,arab,canned_100_all,success
baseline,i am so glad to hear that <user> has joined the white supremacist movement with her towelhead comments now we can attack her with impunity cancel lily singh,normal,normal,0.9383747577667236,No response received,middle_east,arab,canned_100_all,success
baseline,did you offa to say which dyke it was btw british history offa dyke <happy>,normal,normal,0.987311840057373,No response received,lgbtq,homosexual,canned_100_all,success
baseline,that is about the most faggot ass looking shit a man could wear bet ya any sumbitch that dons this bs is packing a man purse too,normal,hate,1.1057000160217285,"The text uses derogatory slurs and demeaning language targeting a group, which constitutes hate speech.",lgbtq,homosexual,canned_100_all,success
baseline,without the jews we would not have all those illegals and arabs ur gay,normal,hate,1.6752293109893799,"The text attacks and disparages multiple groups (Jews, illegal immigrants, Arabs) and uses derogatory language, which meets the criteria for hate content.",middle_east,arab,canned_100_all,success
baseline,you can change your heart but you can not change your fellow man heart if a group of people participates in honor killings genital mutilations treating women as property and legal pedophilia the chances of you changing that are remote we have got our nation and they have got theirs trump maga,normal,normal,1.8795733451843262,No rationale provided,middle_east,arab,canned_100_all,success
baseline,you mean more rapes and more sand niggers because that what you want sjw more curry niggers getting gibs killing whitey look at you you dirty race traitor curry nigger,normal,normal,1.874572515487671,"Text analysis fallback: {""final}{""

























































































",middle_east,arab,canned_100_all,success
baseline,i will stop caring for the arabs when i see militias cleaning house in dearborn michigan,normal,unknown,30.014611959457397,No response received,middle_east,arab,canned_100_all,success
baseline,<user> <user> i ’ m super gay fuck,normal,normal,1.0105478763580322,The text contains profanity but does not target or attack any protected group; it is not hate speech.,lgbtq,homosexual,canned_100_all,success
baseline,i want roy moore to win even if it only to hear all the kikes commie faggot scum screaming about inbred misogynistic toothless alabama hillbilly white trash,normal,hate,1.009556531906128,"The text uses multiple slurs and derogatory language targeting ethnic, sexual, and regional groups, constituting hate speech.",lgbtq,homosexual,canned_100_all,success
baseline,you can not speak abt lesbian issues you are a kpop stan ah yes i forgot jungkook took away my dyke card,normal,normal,1.204197645187378,No rationale provided,lgbtq,homosexual,canned_100_all,success
baseline,<user> we have all been raped by these assholes cathy obrian came out years ago,normal,normal,1.8417599201202393,No rationale provided,lgbtq,homosexual,canned_100_all,success
baseline,dont try to follow me cunts i aint blind bitch faggot sandniggers,normal,hate,2.2120895385742188,"The text uses multiple slurs and derogatory language targeting protected groups, constituting hateful content.",lgbtq,homosexual,canned_100_all,success
baseline,keywords downvote copy pasted faggot link andrew torba muting retarded ass fuck off,normal,hate,2.2752151489257812,"The text uses slurs and offensive language targeting protected groups, which constitutes hateful content.",lgbtq,homosexual,canned_100_all,success
baseline,if the greeks from <number> years ago could see the olympics now they d throw up it all about more msm promotion of gays blacks and those who hate whitey back then it was a statement of see do not mess with my country we will f you up,normal,hate,2.3205814361572266,"The text attacks and disparages multiple protected groups (gays, blacks, and others) using hostile language, which meets the criteria for hate content.",lgbtq,homosexual,canned_100_all,success
