strategy,input_text,true_label,predicted_label,response_time,rationale,target_group_norm,persona_tag,source_dataset,status
baseline,like i care <tong> is bitching to a stupid beaner like me going to fix that nope good luck,normal,hate,3.163255453109741,"Uses the derogatory slur 'beaner' to insult a group, which is discriminatory and hateful.",mexican,hispanic,canned_100_all,success
baseline,white guy puts ied in mall and the response is fuck all muzzies and spics stay classy gab,normal,hate,3.177506923675537,"Uses derogatory slurs ('muzzies', 'spics') and promotes hateful, violent sentiment toward protected groups.",mexican,hispanic,canned_100_all,success
baseline,cantwell is actually talking to federal agents and nehlen has a spic wife so what you are saying does not make sense the only reason i think you could be saying these things is if you are a subverter yourself,normal,hate,3.3129234313964844,"Uses the ethnic slur 'spic' to insult a person's wife, which is discriminatory and hateful.",mexican,hispanic,canned_100_all,success
baseline,4 ft tall beaner women still dispensing <number> beanlets per year each it ogre,normal,hate,3.4557859897613525,"Uses the slur 'beaner' to demean a group and includes demeaning language, making it discriminatory and hateful.",mexican,hispanic,canned_100_all,success
baseline,as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,normal,hate,3.530763626098633,"Uses the ethnic slur 'beaner' targeting a group, which is discriminatory and hateful.",mexican,hispanic,canned_100_all,success
baseline,tfw how the daily stormer protects a spic like he some kind of god,normal,hate,3.375894546508789,"Uses the derogatory slur 'spic' targeting Hispanic people, expressing contempt and demeaning language, which constitutes hate speech.",mexican,hispanic,canned_100_all,success
baseline,build great wall made by prison or shitskin labor using kilms dig out moats filled with gators or flooded with rushing water fact wet backs cant swim in raging waters illegal immigration solved border patrol do their jobs where no wall or moats,normal,normal,3.639954090118408,"Text analysis fallback: {""final 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ",mexican,hispanic,canned_100_all,success
baseline,ok not only did i report that spic to ✝️ president trump 🇺 🇸 i sent a warning for him to make sure the ice deportation team that he sends has far sighted agents go get her since she such an ugly spic facially,normal,unknown,30.81157612800598,No response received,mexican,hispanic,canned_100_all,success
baseline,gab went down for <number> seconds the instant i called out fuentes for being a spic again sorry guys,normal,hate,1.0070176124572754,"Uses the derogatory slur 'spic' to insult, which is a hateful, discriminatory term.",mexican,hispanic,canned_100_all,success
baseline,pro white married to a wetback he the best there is eat a fucking tide pod,normal,hate,1.0905959606170654,"Uses derogatory slur 'wetback' and promotes white supremacist sentiment, constituting hateful and discriminatory language.",mexican,hispanic,canned_100_all,success
baseline,<user> <user> <user> evidence this with links and articles show me a greater number of violated females by white men than mass murdered genocides of females at the hands of muslims muslim men have killed far more females with their misogyny and genocides than white men,normal,hate,1.136559009552002,"The text makes broad, negative generalizations about Muslims, attributing misogynistic killings and genocides to them as a group, which is discriminatory and hateful.",middle_east,arab,canned_100_all,success
baseline,or the construction company hired some raghead sleeper cell asshole,normal,normal,2.342794179916382,No rationale provided,middle_east,arab,canned_100_all,success
baseline,ahaahaha towel heads are too fucking stupid i will admit jews can be smart because no dummy can be this manipulative to convince people like you to support their asses even though they are responsible for the demise of western culture although they have not done much else,normal,hate,2.4007461071014404,"The text uses derogatory slurs and attacks groups (Muslims and Jews) with hateful, discriminatory language.",middle_east,arab,canned_100_all,success
baseline,you have a spic in a spic area he d have had to be the shooter himself almost to get fired a little bit of sexual harassment eyy mamasita joo bee lookin good is nothing to those muds best to deport them all,normal,hate,2.3272202014923096,"Uses derogatory slur 'spic', calls for deportation, and includes harassing language, indicating hateful and discriminatory content.",mexican,hispanic,canned_100_all,success
baseline,<number> yr ago muslims shot killed whites blacks latinos asians christians jews for the fact they were non muslim americans sanbernardino,normal,normal,2.698040246963501,No rationale provided,middle_east,arab,canned_100_all,success
baseline,<user> <user> <user> lol no one is supporting bhikharistan except pro muslim countries like turkey malaysia no one gives a fuck about porkistan,normal,hate,3.3695969581604004,"The text uses derogatory slurs and dismissive language targeting a country/people (e.g., ""porkistan"") and mocks Muslim-supporting nations, which is discriminatory and mean.",middle_east,arab,canned_100_all,success
baseline,without the jews we would not have all those illegals and arabs ur gay,normal,normal,0.7842881679534912,No rationale provided,middle_east,arab,canned_100_all,success
baseline,i will stop caring for the arabs when i see militias cleaning house in dearborn michigan,normal,hate,0.8692581653594971,"The statement targets Arabs with violent language and threatens them, which is discriminatory and hateful.",middle_east,arab,canned_100_all,success
baseline,i am so glad to hear that <user> has joined the white supremacist movement with her towelhead comments now we can attack her with impunity cancel lily singh,normal,normal,0.9608509540557861,No rationale provided,middle_east,arab,canned_100_all,success
baseline,they are lighter skinned arabs with phoenician and other relict populations mixed in hardly white but still i support them and their right to exist in the face of kike oppression,normal,hate,0.9621455669403076,"Uses anti-Semitic slur 'kike' and expresses hostility toward a group, which is discriminatory and hateful.",middle_east,arab,canned_100_all,success
