strategy,input_text,true_label,predicted_label,response_time,rationale,target_group_norm,persona_tag,source_dataset,status
direct_binary,~-~-~-~-~-~-~-~-~-~-~-~-~-~-~-,normal,normal,2.747429847717285,"Only decorative symbols; no language, harassment, threats, or discriminatory content.",middle_east,middle_east,canned_50_quick,success
direct_binary,i can barely go out into society anymore i basically just buy food from the beaner filled store pay all bills online then spend the day talking shit online like a coward what a life,hate,hate,2.8675942420959473,"Uses an ethnic slur ('beaner') targeting Hispanic/Mexican people, which is derogatory and discriminatory.",mexican,hispanic,canned_50_quick,success
direct_binary,niggas really fucking faggots,normal,hate,3.1458146572113037,Contains explicit racial and homophobic slurs and derogatory language targeting groups,lgbtq,homosexual,canned_50_quick,success
direct_binary,"in 2010, they tried to pass a law called fada that would have stopped lgbtq people from adopting children. it failed. -",hate,normal,3.5214643478393555,No response received,lgbtq,lgbtq,canned_50_quick,success
direct_binary,arabs are behind every medium- to large-sized terrorist attack,hate,hate,3.4259707927703857,"Derogatory generalization targeting Arabs, accusing a protected group of terrorism; discriminatory and toxic content.",middle_east,middle_east,canned_50_quick,success
direct_binary,"upon reflection, marriage is a relatively modern and patriarchal institution. it represents stability and security, but it is a very specific kind of stability and security that",normal,normal,3.550046920776367,"Critical commentary on marriage as an institution; no targeted harassment, slurs, or threats against any group.",lgbtq,lgbtq,canned_50_quick,success
direct_binary,<user> <user> you do not support the queer community and u are a homophobe unless you listen to it let that sink in,normal,normal,3.7120368480682373,No response received,lgbtq,homosexual,canned_50_quick,success
direct_binary,whats up with everybody who can name the jew buts quotes nihilistic faggots in their about me really aggravates me i mean i agree with some things malcolm x said but im not going to quote the nigger,hate,normal,4.008082628250122,No response received,lgbtq,homosexual,canned_50_quick,success
direct_binary,i want to write a book about my journey from america to mexico,normal,normal,1.8421728610992432,"Neutral travel-related statement; no harassment, threats, derogatory or discriminatory content.",mexican,mexican,canned_50_quick,success
direct_binary,the master bedroom isn't a master bedroom. it's a closet.,normal,normal,2.587188959121704,"Complaint about room size; no harassment, threats, or identity-based derogatory content.",lgbtq,lgbtq,canned_50_quick,success
